CENTNO,CENT_STATE,CENT_CITY,CENT_NAME
260601,JHARKHAND,CHATRA,D A V PUBLIC SCHOOL
260701,JHARKHAND,DEOGHAR (JH),BIRLA INSTITUTE OF TECHNOLOGY MESRA OFF CAMPUS DEOGHAR
260702,JHARKHAND,DEOGHAR (JH),GEETA DEVI DAV PUBLIC SCHOOL
260801,JHARKHAND,DHANBAD,TATA DAV SCHOOL JAMADOBA
271005,KARNATAKA,BAGALKOT,TEJAS INTERNATIONAL COMMERCE AND SCIENCE PU COLLEGE
271006,KARNATAKA,BAGALKOT,BASAVESHWAR P U COMMERCE COLLEGE
271007,KARNATAKA,BAGALKOT,SHRI KALIDAS EDUCATION SOCIETIES. S B PATIL COMPOSITE P U COLLEGE NAVANAGAR BAGALKOT
271008,KARNATAKA,BAGALKOT,TUNGAL SCIENCE PU COLLEGE
271101,KARNATAKA,BALLARI,BALLARI INSTITUTE OF TECHNOLOGY & MANAGEMENT
271102,KARNATAKA,BALLARI,VIGNAAN E TECHNO SCHOOL
271103,KARNATAKA,BALLARI,BALA BHARATHI KENDRIYA VIDAYALAYA
271104,KARNATAKA,BALLARI,SRI CHAITANYA TECHNO LOWER PRIMARY SCHOOL
271105,KARNATAKA,BALLARI,NEW SRI CHAITANYA P U COLLEGE
271106,KARNATAKA,BALLARI,TMAES POLYTECHNIC COLLEGE
271107,KARNATAKA,BALLARI,KENDRIYA VIDYALAYA BALLARI
271108,KARNATAKA,BALLARI,SRI CHAITANYA TECHNO SCHOOL
271109,KARNATAKA,BALLARI,DAV PUBLIC SCHOOL
271201,KARNATAKA,BENGALURU- URBAN,SESHADRIPURAM FIRST GRADE COLLEGE
271202,KARNATAKA,BENGALURU- URBAN,ST BENEDICT''S SCHOOL
271203,KARNATAKA,BENGALURU- URBAN,KRUPANIDHI COLLEGE OF PHARMACY
271204,KARNATAKA,BENGALURU- URBAN,GARDEN CITY UNIVERSITY(OLD NAME GARDEN CITY COLLEGE)
271205,KARNATAKA,BENGALURU- URBAN,DELHI PUBLIC SCHOOL BAGALUR BANGALORE NORTH KK
271206,KARNATAKA,BENGALURU- URBAN,ORCHIDS THE INTL SCHOOL KENGERI BANGALORE KK
271207,KARNATAKA,BENGALURU- URBAN,ROYAL INTL PUBLIC SCH NELAMANGALA BANGALORE KK
271208,KARNATAKA,BENGALURU- URBAN,GLOBAL CITY INTERNATIONAL SCHOOL
271209,KARNATAKA,BENGALURU- URBAN,RMS INTERNATIONAL SCHOOL
271210,KARNATAKA,BENGALURU- URBAN,HARSHA INT PUB SCHOOL NELAMANGLA BANGALORE KK
271211,KARNATAKA,BENGALURU- URBAN,RYAN INTERNATIONAL SCHOOL
271212,KARNATAKA,BENGALURU- URBAN,ARMY PUBLIC SCHOOL
271213,KARNATAKA,BENGALURU- URBAN,SBM JAIN PU COLLEGE
271214,KARNATAKA,BENGALURU- URBAN,SURANA COLLEGE
271215,KARNATAKA,BENGALURU- URBAN,FREEDOM INTERNATIONAL SCH HSR LAYOUT BANGALORE
271216,KARNATAKA,BENGALURU- URBAN,NAGARJUNA VIDYANIKETAN
271217,KARNATAKA,BENGALURU- URBAN,NAVAPRAJNA PUBLIC SCHOOL BANGALORE KARNATAKA
271218,KARNATAKA,BENGALURU- URBAN,SHARAD VIDYA MANDIRA
271219,KARNATAKA,BENGALURU- URBAN,VIDYANIKETAN PUBLIC SCHOOL
271220,KARNATAKA,BENGALURU- URBAN,HMR INTERNATIONAL SCHOOL
271221,KARNATAKA,BENGALURU- URBAN,SRI VIDYALAKSHMI I P SCH MAGADI RD BANGALORE KK
271222,KARNATAKA,BENGALURU- URBAN,AGRAGAMI VIDYA KENDRA
271223,KARNATAKA,BENGALURU- URBAN,JYOTHY KENDRIYA VIDYALAYA
271224,KARNATAKA,BENGALURU- URBAN,VYASA INTERNATIONAL SCHOOL
271225,KARNATAKA,BENGALURU- URBAN,ALPINE PUBLIC SCHOOL
271226,KARNATAKA,BENGALURU- URBAN,AMRITA VIDYALAYAM
271227,KARNATAKA,BENGALURU- URBAN,NEW BALDWIN PUBLIC SCHOOL
271228,KARNATAKA,BENGALURU- URBAN,SRI SIDDAGANGA HIGHER PRIMARY SCH BANGALORE KK
271229,KARNATAKA,BENGALURU- URBAN,ARMY PUBLIC SCHOOL ASC CENTRE BANGALORE
271230,KARNATAKA,BENGALURU- URBAN,DEVA MATHA CENTRAL SCHOOL
271231,KARNATAKA,BENGALURU- URBAN,NARAYANA E-TECHNO SCHOOL
271232,KARNATAKA,BENGALURU- URBAN,NATIONAL PUBLIC SCHOOL BANASHANKARI
271233,KARNATAKA,BENGALURU- URBAN,SINDHI HIGH SCHOOL HEBBAL BANGALORE KK
271234,KARNATAKA,BENGALURU- URBAN,SSRVM BANGALORE SOUTH
271235,KARNATAKA,BENGALURU- URBAN,THE HAPPY VALLEY SCHOOL
271236,KARNATAKA,BENGALURU- URBAN,VENKAT INTERNATIONAL PUBLIC SCHOOL
271237,KARNATAKA,BENGALURU- URBAN,SRI VANI EDUCATION CENTRE SCHOOL
271238,KARNATAKA,BENGALURU- URBAN,JAIN HERITAGE SCHOOL BANGALORE KK
271239,KARNATAKA,BENGALURU- URBAN,SWAMY VIVEKANANDA VIDYA NIKETANA
271240,KARNATAKA,BENGALURU- URBAN,HARVEST INTERNATIONAL SCHOOL
271241,KARNATAKA,BENGALURU- URBAN,JNANODAYA SCHOOL
272901,KARNATAKA,TUMAKURU,SHRIDEVI INSTITUTE OF ENGINEERING AND TECHNOLOGY TUMKUR
272902,KARNATAKA,TUMAKURU,SRI SIDDHARTHA INSTITUTE OF TECHNOLOGY
272903,KARNATAKA,TUMAKURU,CHANNABASVESHWARA INSTITUTE OF TECHNOLOGY
272904,KARNATAKA,TUMAKURU,PRUDENCE INTERNATIONAL RESIDENTIAL SCHOOL
272905,KARNATAKA,TUMAKURU,MARUTHI VIDYA KENDRA
272906,KARNATAKA,TUMAKURU,SHREE BASAVESHWARA PRIMARY SCHOOL (PRIVATE SCHOOL)
272907,KARNATAKA,TUMAKURU,SRI SIDDHARTHA FIRST GRADE COLLEGE
272908,KARNATAKA,TUMAKURU,MARUTHI PUBLIC SCHOOL
272909,KARNATAKA,TUMKUR,SRI RAJARAJESHWARI PUBLIC SCHOOL
273001,KARNATAKA,VIJAYAPURA,B.L.D.E A?S  VACHANA PITAMAHA DR. P.G. HALAKATTI  COLLEGE OF ENGINEERING & TECHNOLOGY
273002,KARNATAKA,VIJAYAPURA,SANGANABASAVA SHISHINIKETAN SCHOOL
273003,KARNATAKA,VIJAYAPURA,SHARADA PUBLIC SCHOOL
273004,KARNATAKA,VIJAYAPURA,SHANTINIKETAN INTERNATIONAL SCHOOL
273005,KARNATAKA,VIJAYAPURA,PDJ PRE UNIVERSITY COLLEGE
273006,KARNATAKA,VIJAYAPURA,SECAB MALIK SANDAL POLYTECHNIC COLLEGE
273007,KARNATAKA,VIJAYAPURA,ROOPA INTERNATIONAL ENG MED SCHOOL
273008,KARNATAKA,VIJAYAPURA,SHARANABASAVESHWAR P U COLLEGE
273009,KARNATAKA,VIJAYAPURA,SRI. B. M. PATIL PUBLIC SCHOOL
273010,KARNATAKA,VIJAYAPURA,BLDEA''S A S PATIL COLLEGE OF COMMERCE
273011,KARNATAKA,VIJAYAPURA,SECAB PU COLLEGE
273012,KARNATAKA,VIJAYAPURA,SECAB PU COLLEGE FOR WOMEN
273013,KARNATAKA,VIJAYAPURA,SHANTINIKETAN HIGH SCHOOL
273014,KARNATAKA,VIJAYAPURA,TUNGAL SCHOOL
273015,KARNATAKA,VIJAYAPURA,SECAB ENGINEERING & TECHNOLOGY COLLEGE
273016,KARNATAKA,VIJAYAPURA,DELHI PUBLIC SCHOOL
273101,KARNATAKA,YADGIR,ARYABHATTA INTERNATIONAL ACADEMY
273102,KARNATAKA,YADGIR,SAI VIDYANIKETAN RESIDENTIAL SCHOOL
273103,KARNATAKA,YADGIR,"DON BOSCO PU COLLEGE, YADGIR"
273104,KARNATAKA,YADGIR,"SHA MAGANLAL CHAMNAJI JAIN SCHOOL, SHAHAPUR"
273105,KARNATAKA,YADGIR,BHORUKA ENGLISH MEDIUM SCHOOL
271911,KARNATAKA,HASSAN,GURUKULA INTERNATIONAL SCHOOL
271912,KARNATAKA,HASSAN,JSS PUBLIC SCHOOL BAGE SAKLESHPUR
272001,KARNATAKA,HAVERI,K L E SOCIETYS GUDLEPPA HALLIKERI COLLEGE
272002,KARNATAKA,HAVERI,K L E SOCIETYS C B KOLLI POLYTECNIC
272003,KARNATAKA,HAVERI,LIONS ENGLISH MEDIUM SCHOOL
272004,KARNATAKA,HAVERI,BASAVESWAR B ED COLLEGE
272005,KARNATAKA,HAVERI,ST ANNES HIGH SCHOOL
272006,KARNATAKA,HAVERI,J P ROTARY HIGH SCHOOL HAVERI
272007,KARNATAKA,HAVERI,T M A E COLLEGE
272008,KARNATAKA,HAVERI,K L E SOCIETYS ENGLISH MEDIUM SCHOOL
272101,KARNATAKA,KARWAR,AMRITA VIDYALAYAM
272201,KARNATAKA,KODAGU,SMS ACADEMY OF CENTRAL EDUCATION
272301,KARNATAKA,KOLAR,DR. T.THIMMAIAH INSTITUTE OF TECHNOLOGY
272302,KARNATAKA,KOLAR,"SRI BHAGAWAN MAHAVEER JAIN IND. P U COLLEGE,"
272303,KARNATAKA,KOLAR,BGS PU COLLEGE
272304,KARNATAKA,KOLAR,GOVERNMENT FIRST GRADE COLLEGE MALUR
272305,KARNATAKA,KOLAR,JAIN GLOBAL SCHOOL
272306,KARNATAKA,KOLAR,JSS PU COLLEGE
272307,KARNATAKA,KOLAR,THE JAIN INTERNATIONAL SCHOOL MULBAGAL
272308,KARNATAKA,KOLAR,JSS PUBLIC SCHOOL
272309,KARNATAKA,KOLAR,KENDRIYA VIDYALAYA BEML NAGAR
272401,KARNATAKA,KOPPAL,NAVACHETAN PU COLLEGE
272402,KARNATAKA,KOPPAL,LIONS SWAMY VIVEKANANDA ENGLISH MEDIUM SCHOOL
272403,KARNATAKA,KOPPAL,MILLENNIUM PUBLIC SCHOOL
272404,KARNATAKA,KOPPAL,SFS ICSE SCHOOL
272405,KARNATAKA,KOPPAL,JNANA BANDHU SCHOOL
272406,KARNATAKA,KOPPAL,KENDRIYA VIDYALAYA
272407,KARNATAKA,KOPPAL,NATIONAL ENGLISH MEDIUM SCHOOL
272408,KARNATAKA,KOPPAL,NIVEDITA ENGLISH MEDIUM SCHOOL
272409,KARNATAKA,KOPPAL,SHREE SHARADAMBA ENGLISH MEDIUM SCHOOL
272410,KARNATAKA,KOPPAL,SHREE GAVISIDDESHWARA BED COLLEGE
272411,KARNATAKA,KOPPAL,SHRI CHAITANYA PU COLLEGE
272412,KARNATAKA,KOPPAL,SRI SHARADA INTERNATIONAL SCHOOL
272413,KARNATAKA,KOPPAL,SHREE SHIVASHANTAVEER PUBLIC SCHOOL
272501,KARNATAKA,MANDYA,B G S PU COLLEGE
272502,KARNATAKA,MANDYA,S E T PUBLIC SCHOOL
272503,KARNATAKA,MANDYA,SCHOOL OF INDIA
272504,KARNATAKA,MANDYA,GAYATHRI VIDYALAYA
272505,KARNATAKA,MANDYA,VIJAYA HIGHER PRIMARY SCHOOL
272601,KARNATAKA,RAICHUR,RACE CONCEPT SCHOOL
272602,KARNATAKA,RAICHUR,NAVODAYA CENTRAL SCHOOL CBSE
272603,KARNATAKA,RAICHUR,DUDDUPUDI ENGLISH MEDIUM HIGH SCHOOL
272604,KARNATAKA,RAICHUR,POORNIMA INTERNATIONAL SCHOOL RAICHUR
272605,KARNATAKA,RAICHUR,VIDYABHARATHI ENGLISH MEDIUM SCHOOL
272606,KARNATAKA,RAICHUR,BALAYESU SCHOOL
272607,KARNATAKA,RAICHUR,S R SUKHANI
272608,KARNATAKA,RAICHUR,SMT PAYRIBAI SAMPATH RAJ KOTHARI
272609,KARNATAKA,RAICHUR,MONTESSORI PUBLIC SCHOOL CBSE SINDHANUR
272701,KARNATAKA,RAMANAGARA,SHANTHINIKETAN PUBLIC SCHOOL
272801,KARNATAKA,SHIVAMOGA (SHIMOGA),JAWAHARLAL NEHRU NEW COLLEGE OF ENGINEERING
272802,KARNATAKA,SHIVAMOGA (SHIMOGA),JNANADEEPA SENIOR SECONDARY SCHOOL
272803,KARNATAKA,SHIVAMOGA (SHIMOGA),PACE P U COLLEGE
272804,KARNATAKA,SHIVAMOGA (SHIMOGA),NATIONAL PUBLIC SCHOOL
272805,KARNATAKA,SHIVAMOGA (SHIMOGA),SRI ADICHUNCHANAGIRI INDEPENDENT P U COLLEGE
272806,KARNATAKA,SHIVAMOGA (SHIMOGA),BGS CENTRAL SCHOOL
272807,KARNATAKA,SHIVAMOGA (SHIMOGA),KASTURBA GIRLS PU COLLEGE
272808,KARNATAKA,SHIVAMOGA (SHIMOGA),SRI SATYA SAI JNANA PEETHA
272809,KARNATAKA,SHIVAMOGA (SHIMOGA),ST. JOSEPHS SCHOOL BHADRAVATHI
272810,KARNATAKA,SHIVAMOGA (SHIMOGA),PES PUBLIC SCHOOL
272811,KARNATAKA,SHIVAMOGA (SHIMOGA),VASAVI PUBLIC SCHOOL
272812,KARNATAKA,SHIVAMOGA (SHIMOGA),PODAR INTERNATIONAL SCHOOL
270101,KARNATAKA,BELAGAVI (BELGAUM),C T E SOCIETY`S PUB SCH CHIKODI BELGAUM KK
270102,KARNATAKA,BELAGAVI (BELGAUM),KALPAVRUKSHA MODEL SCH ALANKAR NAGAR BELGAUM KK
270103,KARNATAKA,BELAGAVI (BELGAUM),HIRASUGAR INSTITUTE OF TECHNOLOGY
270104,KARNATAKA,BELAGAVI (BELGAUM),S B DARUR MEM ENG MED SCHOOL RAIBAG BELGAUM KK
270105,KARNATAKA,BELAGAVI (BELGAUM),SADALGA ENGLISH MEDIUM SCHOOL BELGAUM
270106,KARNATAKA,BELAGAVI (BELGAUM),BB HANJI INTERNATIONAL SCHOOL
270107,KARNATAKA,BELAGAVI (BELGAUM),SHIVSHANKAR JOLLE PUBLIC SCHOOL
270108,KARNATAKA,BELAGAVI (BELGAUM),KLS PUBLIC SCHOOL
270109,KARNATAKA,BELAGAVI (BELGAUM),BANAJAWAD ENGLISH MEDIUM PRE-PRIMARY & PRIMARY SCHOOL
270110,KARNATAKA,BELAGAVI (BELGAUM),KLE SOCIETYS SCHOOL ANKALI BELGAUM KARNATAKA
270111,KARNATAKA,BELAGAVI (BELGAUM),SHANTINIKETAN PUBLIC SCHOOL KHANAPUR BELGAUM KK
270112,KARNATAKA,BELAGAVI (BELGAUM),SHIVASHANKAR JOLLE ENG MED PUBLIC SCH BELGAUM KK
270113,KARNATAKA,BELAGAVI (BELGAUM),SRI RENUKA FOUNDATION SCH SAUNDATTI BELGAUM KK
270114,KARNATAKA,BELAGAVI (BELGAUM),LOVE DALE CENTRAL SCHOOL
270115,KARNATAKA,BELAGAVI (BELGAUM),S S (K) PATIL ENG MED SCH SANKESHWAR BELGAUM KK
270116,KARNATAKA,BELAGAVI (BELGAUM),PODAR INTERNATIONAL SCHOOL BELGAUM KARNATAKA
270117,KARNATAKA,BELAGAVI (BELGAUM),KLES INTERNATIONAL SCHOOL
270118,KARNATAKA,BELAGAVI (BELGAUM),BHARATESH CENTRAL SCHOOL
270201,KARNATAKA,BENGALURU- RURAL,SCHOOL OF INDIA
270202,KARNATAKA,BENGALURU- RURAL,VIDYA SANKSAAR INTERNATIONAL PUBLIC SCHOOL
270301,KARNATAKA,DAVANGERE,GM INSTITUTE OF TECHNOLOGY
270302,KARNATAKA,DAVANGERE,SMT PARVATHAMMA SHAMANUR SHIVASHANKARAPPA ENG MED RES SCHOOL
270303,KARNATAKA,DAVANGERE,SRI TARALABALU JAGADGURU COMPOSITE PRE UNIVERSITY COLLEGE
270304,KARNATAKA,DAVANGERE,GMS COLLEGE
270702,KARNATAKA,MANGALURU (MANGALORE),SAHYADRI COLLEGE OF ENGINEERING & MANAGEMENT
270703,KARNATAKA,MANGALURU (MANGALORE),CANARA ENGINEERING COLLEGE
270704,KARNATAKA,MANGALURU (MANGALORE),BEASANT WOMENS COLLEGE
270705,KARNATAKA,MANGALURU (MANGALORE),THE YENOPAYA SCHOOL
270706,KARNATAKA,MANGALURU (MANGALORE),KANACHUR PUBLIC SCHOOL DERALAKATTE MANGALORE KK
270707,KARNATAKA,MANGALURU (MANGALORE),ALVAS INSTITUTE OF ENGINEERING & TECHNOLOGY MOODBIDRI
270708,KARNATAKA,MANGALURU (MANGALORE),SRINIVAS INSTITUTE OF TECHNOLOGY
270709,KARNATAKA,MANGALURU (MANGALORE),CANARA PRE UNIVERSITY COLLEGE
270710,KARNATAKA,MANGALURU (MANGALORE),GOVINDA DASA COLLEGE
270711,KARNATAKA,MANGALURU (MANGALORE),S DM PRE UNIVERSITY COLLEGE
270712,KARNATAKA,MANGALURU (MANGALORE),DR. M RAMANNA SHETTY MEMORIAL ENGLISH MEDIUM HIGH SCHOOL
270713,KARNATAKA,MANGALURU (MANGALORE),NITK ENGLISH MEDIUM SCHOOL
270714,KARNATAKA,MANGALURU (MANGALORE),SHREE DEVI INSTITUTE OF TECHNOLOGY
270715,KARNATAKA,MANGALURU (MANGALORE),SHRI DHARMASTHALA MANJUNATHESHWARA SCHOOL
270716,KARNATAKA,MANGALURU (MANGALORE),BGS EDUCATION CENTRE KAVOOR MANGALORE KK
270717,KARNATAKA,MANGALURU (MANGALORE),CANARA CBSE SCHOOL
270718,KARNATAKA,MANGALURU (MANGALORE),LOURDES CENTRAL SCHOOL
270719,KARNATAKA,MANGALURU (MANGALORE),SRI SRI RAVISHANKAR VIDYA MANDIR
270720,KARNATAKA,MANGALURU (MANGALORE),SHARADA VIDYALAYA
270801,KARNATAKA,MYSURU (MYSORE),CHRIST SCHOOL THADAVAPURA NANJANGUD MYSORE KK
270802,KARNATAKA,MYSURU (MYSORE),EXCEL PUBLIC SCHOOL
270803,KARNATAKA,MYSURU (MYSORE),MYSORE MAKKALA KOOTA AND SRI DHARMASTHALA MANJUNATHESWARA COLLEGE FOR WOMEN
270804,KARNATAKA,MYSURU (MYSORE),ST JOSEPH`S SCHOOL JAYALAKSHIMIPURAM MYSORE KK
270805,KARNATAKA,MYSURU (MYSORE),MAHAJANA PUBLIC SCHOOL
270806,KARNATAKA,MYSURU (MYSORE),MAHARSHI PUBLIC SCHOOL
270807,KARNATAKA,MYSURU (MYSORE),ST.ARNOLD''S CENTRAL SCHOOL
270808,KARNATAKA,MYSURU (MYSORE),POLICE PUBLIC SCHOOL
270809,KARNATAKA,MYSURU (MYSORE),SADVIDYA COMPOSITE P U COLLEGE
270810,KARNATAKA,MYSURU (MYSORE),ST.THOMAS ENG MED SCH VISHWESHWARA NGR MYSORE KK
270811,KARNATAKA,MYSURU (MYSORE),SVEI PUBLIC SCHOOL
270812,KARNATAKA,MYSURU (MYSORE),THE ORCHIDS PUBLIC SCHOOL
270813,KARNATAKA,MYSURU (MYSORE),ST. ROSSELLOS CEN SCH SRIRAMPURA MYSORE KK
270814,KARNATAKA,MYSURU (MYSORE),PRAMATI HILLVIEW ACADEMY
270815,KARNATAKA,MYSURU (MYSORE),SHIKSHAKARNI CENTRAL SCHOOL
270816,KARNATAKA,MYSURU (MYSORE),VIDYA VARDHAKA SANGHA B M SRI EDUCATIONAL INSTITUTIONS C B S E
270817,KARNATAKA,MYSURU (MYSORE),"JSS PUBLIC SCHOOL, J P NAGAR"
270818,KARNATAKA,MYSURU (MYSORE),"JSS PUBLIC SCHOOL, SIDDARTHANAGAR"
270901,KARNATAKA,UDUPI/MANIPAL,G M VIDYANIKETAN PUBLIC SCHOOL
270902,KARNATAKA,UDUPI/MANIPAL,NMAM INSTITUTE OF TECHNOLOGY NITTE
270903,KARNATAKA,UDUPI/MANIPAL,SRI SIDDHIVINAYAKA RESIDENTIAL SCHOOL
270904,KARNATAKA,UDUPI/MANIPAL,DON BOSCO ENGLISH MEDIUM SCHOOL
270905,KARNATAKA,UDUPI/MANIPAL,LITTLE ROCK INDIAN SCHOOL
270906,KARNATAKA,UDUPI/MANIPAL,MADHAVA KRIPA ENGLISG NURSERY AND HIGHER PRIMARY SCHOOL
270907,KARNATAKA,UDUPI/MANIPAL,S M S ENGLISH MEDIUM SCHOOL
270908,KARNATAKA,UDUPI/MANIPAL,VIDYODAYA PU COLLEGE
270909,KARNATAKA,UDUPI/MANIPAL,DON BOSCO PRIMARY SCHOOL TRASI HOSADU UDUPI KK
271001,KARNATAKA,BAGALKOT,B V V SANGHAS BASAVESHWAR ENGINEERING COLLEGE BAGALKOT
271002,KARNATAKA,BAGALKOT,BASAVESHWARA INTERNATIONAL PUBLIC SCHOOL
271003,KARNATAKA,BAGALKOT,EXCELLENT PUBLIC SCHOOL
271004,KARNATAKA,BAGALKOT,BASAVESHWAR SCIENCE COLLEGE BAGALKOT
271242,KARNATAKA,BENGALURU- URBAN,MVJ INTERNATIONAL SCHOOL
271243,KARNATAKA,BENGALURU- URBAN,M S RAMAIAH VIDYANIKETAN
271244,KARNATAKA,BENGALURU- URBAN,B B U L JAIN VIDYALAYA
271245,KARNATAKA,BENGALURU- URBAN,BROOKLYN NATIONAL PUBLIC SCHOOL
271246,KARNATAKA,BENGALURU- URBAN,SRI SRI RAVISHANKAR VIDYA MANDIR BANGALORE EAST
271247,KARNATAKA,BENGALURU- URBAN,CREAA ACADEMY FOR LEARNING
271248,KARNATAKA,BENGALURU- URBAN,"JSS PUBLIC SCHOOL, HBR LAYOUT BANGALORE"
271249,KARNATAKA,BENGALURU- URBAN,KENDRIYA VIDYALAYA HEBBAL
271250,KARNATAKA,BENGALURU- URBAN,SJR PUBLIC SCHOOL
271251,KARNATAKA,BENGALURU- URBAN,KENDRIYA VIDYALAYA MALLESHWARAM
271252,KARNATAKA,BENGALURU- URBAN,RADCLIFFE SCHOOL
271253,KARNATAKA,BENGALURU- URBAN,JSS PUBLIC SCHOOL
271301,KARNATAKA,BIDAR,CHANNABASAVESHWARA GURUKUL PU COLLEGE
271302,KARNATAKA,BIDAR,SHAHEEN PU COLLEGE
271303,KARNATAKA,BIDAR,GNYANA SUDHA VIDYALAYA
271304,KARNATAKA,BIDAR,KARNATAKA DEGREE COLLEGE
271305,KARNATAKA,BIDAR,"LINGARAJAPPA COLLEGE OF ENGINEERING, BIDAR"
271306,KARNATAKA,BIDAR,SHARANBASAVESHWARA PU COLLEGE BIDAR
271307,KARNATAKA,BIDAR,GURU NANAK INDEPENDENT PU COLLEGE
271308,KARNATAKA,BIDAR,KARNATAKA PU COLLEGE
271309,KARNATAKA,BIDAR,HOLY SHEPHERED SCHOOL
271310,KARNATAKA,BIDAR,GURU NANAK PUBLIC SCHOOL
271311,KARNATAKA,BIDAR,SHAKUNTALA PATIL RESIDENTIAL SCHOOL
271312,KARNATAKA,BIDAR,SRI DATTAGIRI MAHARAJ PUBLIC SCHOOL
271313,KARNATAKA,BIDAR,ST.JOSEPH SCHOOL COMPOSITE PU COLLEGE
271314,KARNATAKA,BIDAR,KENDRIYA VIDYALAYA AFS
271401,KARNATAKA,CHAMARAJNAGAR,"JSS PU COLLEGE, CHAMARAJANAGARA"
271402,KARNATAKA,CHAMARAJNAGAR,KV CHAMARAJANAGAR
271403,KARNATAKA,CHAMARAJNAGAR,"SEVABHARATHI PU COLLEGE, CHAMARAJANAGARA"
271501,KARNATAKA,CHIKABALLAPUR,S J C INSTITUTE OF TECHNOLOGY
271502,KARNATAKA,CHIKABALLAPUR,THE NATIONAL P U COLLAGE
271503,KARNATAKA,CHIKABALLAPUR,BGS SCIENCE ACADEMY COLLEGE
271504,KARNATAKA,CHIKABALLAPUR,SBGNS RURAL COMP. PU COLLEGE
271505,KARNATAKA,CHIKABALLAPUR,BGS PUBLIC SCHOOL
271506,KARNATAKA,CHIKABALLAPUR,VIKAS COLLEGE
271507,KARNATAKA,CHIKABALLAPUR,SBGN RURAL ENGLISH SCHOOL
271508,KARNATAKA,CHIKABALLAPUR,BHAIRAVESHWARA VIDYA SAMSTHE
271601,KARNATAKA,CHIKMAGALUR,SRI SAI ANGLES SCHOOL
271602,KARNATAKA,CHIKMAGALUR,GOVT. PU COLLEGE BELUR ROAD
271701,KARNATAKA,CHITRADURGA,INDIAN INTERNATIONAL SCHOOL
271702,KARNATAKA,CHITRADURGA,BAPUJI INTEGRATED HIGH SCHOOL
271703,KARNATAKA,CHITRADURGA,SRS PU COLLEGE
271704,KARNATAKA,CHITRADURGA,SJM RESIDENTIAL SCHOOL
271705,KARNATAKA,CHITRADURGA,SJM ENGLISH MEDIUM SCHOOL
271801,KARNATAKA,GADAG,ST JOHNS HIGH SCHOOL
271802,KARNATAKA,GADAG,G D SHAH ENGLISH MEDIUM HIGH SCHOOL
271803,KARNATAKA,GADAG,"SHRI MAHAVEER JAIN EDUCATION SOCIETY, SHRI PARSHWANATH ENGLISH MEDIUM SCHOOL."
271804,KARNATAKA,GADAG,ASS SHRI D S KURTKOTI MEMORIAL P U COLLEGE
271805,KARNATAKA,GADAG,BALA VINAYAKA VIDYANIKETAN
271806,KARNATAKA,GADAG,"STSKK''S POLYTECHNIC, GADAG"
271807,KARNATAKA,GADAG,K L E SOCIETYS SCHOOL
271901,KARNATAKA,HASSAN,JNANASAGARA INTERNATIONAL PUBLIC SCHOOL
271902,KARNATAKA,HASSAN,A V K PU COLLEGE
271903,KARNATAKA,HASSAN,A V K COLLEGE FOR WOMEN
271904,KARNATAKA,HASSAN,HKS INTERNATIONAL SCHOOL
271905,KARNATAKA,HASSAN,CHRIST SCHOOL
271906,KARNATAKA,HASSAN,NETHAJI PUBLIC SCHOOL
271907,KARNATAKA,HASSAN,KENDRIYA VIDYALAYA
271908,KARNATAKA,HASSAN,HASSAN PUBLIC SCHOOL
271909,KARNATAKA,HASSAN,POORNACHANDRA PUBLIC SCHOOL
271910,KARNATAKA,HASSAN,VIDYA SOUDHA PUBLIC SCHOOL
270305,KARNATAKA,DAVANGERE,ATHANI COMPOSITE PU COLLEGE
270306,KARNATAKA,DAVANGERE,ST. PAULS P U COLLEGE
270307,KARNATAKA,DAVANGERE,BAPUJI INSTITUTE OF HIGH TECH EDUCATION
270308,KARNATAKA,DAVANGERE,JAIN VIDYALAYA CITY SCHOOL
270309,KARNATAKA,DAVANGERE,ST.JOHN`S ENG MED SCH DAVANGERE KARNATAKA
270310,KARNATAKA,DAVANGERE,M.E.S.P.U COLLEGE
270311,KARNATAKA,DAVANGERE,SRI SAI GURUKULA RES SCHOOL HONNALI DAVANGERE KK
270312,KARNATAKA,DAVANGERE,SRI SIDDAGANGA PU COLLEGE
270313,KARNATAKA,DAVANGERE,VISHWACHETANA VIDYANIKETANA
270314,KARNATAKA,DAVANGERE,JAIN INSTITUTE OF TECHNOLOGY DAVANAGERE
270315,KARNATAKA,DAVANGERE,SRI BASAVA INT. SCHOOL CHANNAGIRI DAVANGERE KK
270316,KARNATAKA,DAVANGERE,ST.PAULS P.U COLLEGE
270401,KARNATAKA,DHARWAD,ANJUMAN ARTS SCIENCE COMMERCE COLLEGE & P G STUDIES DHARWAD
270402,KARNATAKA,DHARWAD,S D M COLLEGE OF ENGINEERING AND TECHNOLOGY
270403,KARNATAKA,DHARWAD,J S S RS HUKKERIKAR PU COLLEGE
270404,KARNATAKA,DHARWAD,RASHTROTTHANA VIDYA KENDRA RES SCHOOL DHARWAD KK
270405,KARNATAKA,DHARWAD,UNIVERSITY OF AGRICULTURAL SCIENCES
270406,KARNATAKA,DHARWAD,KENDRIYA VIDYALAYA DHARWAD
270407,KARNATAKA,DHARWAD,JSS KANNADA MEDIUM PRIMARY/HIGH SCHOOL
270408,KARNATAKA,DHARWAD,K E BOARDS ENGLISH MEDIUM SCHOOL
